5-Aug-2025,DE,EU-DE-Bing-NB,Budget and modifiers,"	
$100.00
Min: $300.00
Max: $350.00",Andrew,"	
$100.00
Min: $500.00
Max: $650.00",-300,,,
5-Aug-2025,FR,EU-FR-Google-GA,Budget and modifiers,$100,Andrew,150,-50,,,
5-Aug-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"	
$100.00
Min: $400.00
Max: $800.00",Andrew,"	
$100.00
Min: $600.00
Max: $1,000.00",-200,,,
5-Aug-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"	
$130.00
Min: $2,000.00
Max: $3,200.00",Andrew,"	
$130.00
Min: $2,900.00
Max: $3,500.00",-300,,,
5-Aug-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,"$100.00
Min: $300.00
Max: $600.00",Andrew,"$100.00
Min: $500.00
Max: $800.00",-200,,,
5-Aug-2025,IT,EU-IT-Google-GA,Budget and modifiers,"$180.00
Min: $400.00
Max: $600.00",Andrew,"$180.00
Min: $600.00
Max: $800.00",-200,,,
5-Aug-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$210.00
Min: $2,300.00
Max: $2,700.00",Andrew,"$230.00
Min: $2,300.00
Max: $2,700.00",,,,
5-Aug-2025,IT,EU-IT-Google-Product,Budget and modifiers,Apr-00,Andrew,$150.00,-50,,,
5-Aug-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"$190.00
Min: $1,000.00
Max: $1800.00",Andrew,"$210.00
Min: $1,700.00
Max: $2,100.00",-400,,,
5-Aug-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$100,Andrew,$200,-100,,,
5-Aug-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,300",Andrew,1400,-100,,,
5-Aug-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$400,Andrew,500,-100,,,
5-Aug-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$160,Andrew,200,-40,,,
5-Aug-2025,ES,EU-ES-Google-GA,Budget and modifiers,"$90.00
Min: $50.00
Max: $100.00",Andrew,"$90.00
Min: $50.00
Max: $200.00",-100,,,
5-Aug-2025,ES,EU-ES-Google-Product-Vertical,Portfolio,CPT $85>$70 Learning budget 50%>5%,Yun,,,,,
5-Aug-2025,ES,EU-ES-Google-GA_Top,Portfolio,Learning budget 20%>5%,Yun,,,,,
5-Aug-2025,IT,EU-IT-Google-Brand-Plus,Portfolio,Removed max cpc. changed back to default $0,Yun,,,,,
5-Aug-2025,IT,EU-IT-Google-GA,Portfolio,Removed max cpc. changed back to default $0,Yun,,,,,
5-Aug-2025,IT,EU-IT-Google-Vertical,Portfolio,Removed max cpc. changed back to default $0,Yun,,,,,
5-Aug-2025,IT,EU-IT-Google-Product,Portfolio,Removed max cpc. changed back to default $0,Yun,,,,,
5-Aug-2025,IT,IT High CPA,Portfolio,Removed max cpc. changed back to default $0,Yun,,,,,
5-Aug-2025,FR,EU-FR-Google-GA_Top,Portfolio,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Yun/Andrew,,,,,
5-Aug-2025,FR,EU-FR-Google-Product-Vertical,Portfolio,1) Learning budget 50%>5% 2) cost half life & Rev Half life back to 7/30 default,Yun,,,,,
5-Aug-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,Changed from 30/90 to 7/30 half life based on AMO recommendations,Andrew,"	
$130.00
Min: $2,900.00
Max: $3,500.00",-300,,,
5-Aug-2025,FR,EU-FR-Google-GA,Budget and modifiers,1) turned off the Custom mode and changed the 2) cost half life & Rev Half life back to 7/30 default,Yun,,,,,
5-Aug-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,Learning budget 20%>5%,Yun,,,,,
5-Aug-2025,UK,EU-UK-Google-Brand-Plus,Budget and modifiers,Learning budget 20%>5%,Yun,,,,,
5-Aug-2025,FR,EU-FR-Google-Product-Vertical,Bid Strategy,Change from Marginal to Daily $500/day,Andrew,Recommended by AMO due to low Revenue Accuracy - High CPA,,,,
5-Aug-2025,DE,EU-DE-Google-GA_Top,Bid Strategy,Change from Marginal to Daily $300/day,Andrew,Recommended by AMO due to low Revenue Accuracy - Highest CPA DE W31,,,,
5-Aug-2025,IT,EU-IT-Google-GA,Bid Strategy,Change from Marginal to Daily $500/day,Andrew,Recommended by AMO due to low Revenue Accuracy - High CPA ,,,,
5-Aug-2025,UK,EU-UK-Google-GA_Top,Budget and modifiers,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,UK,EU-UK-Google-AMZ,Budget and modifiers,cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,UK,EU-UK-Bing-Brand,Budget and modifiers,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,UK,EU-UK-Bing-NB,Budget and modifiers,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,DE,EU-DE-Google-Generic,Budget and modifiers,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,DE,EU-DE-Google-Brand-Plus,Budget and modifiers,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,DE,EU-DE-Google-GA,Budget and modifiers,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,DE,EU-DE-Bing-NB,Budget and modifiers,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers, cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,DE,EU-DE-Bing-Brand,Budget and modifiers,1) Learning budget 20%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,1) Learning budget 20%>5%,Andrew,,,,,
5-Aug-2025,ES,EU-ES-Google-GA,Budget and modifiers,1) Learning budget 50%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,ES,EU-ES-Google-GA-Top,Budget and modifiers,cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,1) Learning budget 50%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,ES,EU-ES-Google-Generic,Budget and modifiers,1) Learning budget 50%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,ES,EU-ES-Bing-Brand,Budget and modifiers,1) Learning budget 50%>5% 2) cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
5-Aug-2025,ES,EU-ES-Google-Product-Vertical,Budget and modifiers,cost half life & Rev Half life back to 7/30 default,Andrew,,,,,
6-Aug-2025,UK,EU-UK-Google-Brand-Plus,Budget and modifiers,Reduced tCPT from $200 to $130 based on MoM increase,Andrew,39% Brand Plus CPC increase MoM resulting in +46% CPA,,,,
6-Aug-2025,ES,EU-ES-Google-Generic,Budget and modifiers,Removed cpc Max Cap and returned to 0 and set Minimum Budget Limit set for each Campaign from 5>3,Andrew,"Was set to $50, CPCs were much lower July-Sept 24 when no cap was set",,,,
6-Aug-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,Removed cpc Max Cap and returned to 0 and set Minimum Budget Limit set for each Campaign from 5>3,Andrew,"Was set to $50, CPCs were much lower July-Sept 24 when no cap was set",,,,
6-Aug-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,Change from 7/30 half life to 7/60 based on AMO recommendations shared in July,Andrew,,,,,
8-Aug-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$210.00
Min: $500.00
Max: $700.00 High CPA",Andrew,"$210.00
Min: $700.00
Max: $900.00",,,,
8-Aug-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$250.00
Min: $6000.00
Max: $8500.00 High CPA",Andrew,"$280.00
Min: $6300.00
Max: $9000.00",,,,
11-Aug-2025,FR,EU-FR-Google-Generic,Budget and modifiers,Learning budget 20%>5%,Yun,,,,,
12-Aug-2025,UK,OCI-Test,Budgets,Increased budgets to target 3.5K/day for NB,Richard,,,,,
12-Aug-2025,UK,OCI-Control,Budgets,Increased budget targets on Adobe to target 3.5K/day for NB,Richard,,,,,
12-Aug-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$210.00
Min: $300.00
Max: $500.00",Andrew,"$210.00
Min: $500.00
Max: $700.00",,,,
12-Aug-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$200.00
Min: $3,000.00
Max: $4,000.00",Andrew,"$250.00
Min: $3,000.00
Max: $5,000.00",,,,
12-Aug-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$230.00
Min: $4,000.00
Max: $6000.00",Andrew,"$250.00
Min: $6,000.00
Max: $8,500.00",,,,
12-Aug-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,"	
$200.00
Min: $3,000.00
Max: $4,000.00",Andrew,"	
$230.00
Min: $3,000.00
Max: $6,000.00",,,,
12-Aug-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,$900,Andrew,$500.00,,,,
12-Aug-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"$130.00
Min: $2,200.00
Max: $3,200.00",Andrew,"$130.00
Min: $2,000.00
Max: $3,200.00",,,,
12-Aug-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,"$100.00
Min: $400.00
Max: $600.00",Andrew,"$100.00
Min: $300.00
Max: $600.00",,,,
12-Aug-2025,FR,EU-FR-Bing-NB,Budget and modifiers,90 CPT,Andrew,75 CPT,,,,
12-Aug-2025,FR,EU-FR-Brand-Plus,Budget and modifiers,"$105.00
Min: $300.00
Max: $500.00",Andrew,"$105.00
Min: $400.00
Max: $700.00",,,,
12-Aug-2025,IT,EU-IT-Google-GA,Budget and modifiers,$400,Andrew,500,,,,
12-Aug-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$210.00
Min: $1500.00
Max: $2,000.00",Andrew,"$210.00
Min: $2,300.00
Max: $2,700.00",,,,
12-Aug-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"	
$190.00
Min: $500.00
Max: $1,300.00",Andrew,"	
$190.00
Min: $1,000.00
Max: $1,800.00",,,,
12-Aug-2025,IT,EU-IT-Bing-NB,Budget and modifiers,"$110.00
Min: $100.00
Max: $300.00",Andrew,"$110.00
Min: $300.00
Max: $500.00",,,,
12-Aug-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,"$110.00
Min: $150.00
Max: $300.00",Andrew,"$120.00
Min: $150.00
Max: $300.00",,,,
12-Aug-2025,ES,EU-ES-Google-Generic,Budget and modifiers,$800,Andrew,"$1,300.00",,,,
12-Aug-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$300,Andrew,400,,,,
12-Aug-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$80,Andrew,160,,,,
12-Aug-2025,ES,EU-ES-Bing-Brand,Budget and modifiers,"Min: $200.00
Max: $350.00",Andrew,"Min: $300.00
Max: $450.00",,,,
12-Aug-2025,IT,EU-IT-Google-GA,Budget and modifiers,Decrease min budget per campaign from $5>$3 due to high CPA,Andrew,,,,,
12-Aug-2025,DE,EU-DE-Google-GA,Bid Strategy,Changed to Daily $400/day,Andrew,,,,,
12-Aug-2025,DE,EU-DE-Google-AMZ,Bid Strategy,Changed to Daily $3500/day,Andrew,,,,,
12-Aug-2025,FR,EU-FR-Google-GA_Top,Bid Strategy,Changed to Daily $500/day,Andrew,,,,,
13-Aug-2025,IT,EU-IT-Google-Generic,BId Strategy,CPT changed from $190>$180,Yun,,,,,
13-Aug-2025,DE,DE Google GA Top,BId Strategy,Decrease min budget per campaign from $5>$3 due to high CPA,Yun,,,,,
13-Aug-2025,DE,EU-DE-Google-GA,BId Strategy,"Daily budget $400>$350, removed max cpc cap",Yun,,,,,
14-Aug-2025,DE,EU-DE-Bing-NB,BId Strategy,"$90.00
Min: $200.00
Max: $300.00",Andrew,"$200.00
Min: $200.00
Max: $350.00",,,,
19-Aug-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,"	
$110.00
Min: $150.00
Max: $250.00",Andrew,"	
$110.00
Min: $150.00
Max: $300.00",,,,
19-Aug-2025,ES,EU-ES-Google-Generic,Budget and modifiers,$800,Andrew,700,,,,
19-Aug-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$350,Andrew,300,,,,
19-Aug-2025,IT,EU-IT-Google-GA,Budget and modifiers,$500,Andrew,$400.00,,,,
19-Aug-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$210.00
Min: $1,600.00
Max: $2,000.00",Andrew,"$210.00
Min: $1,500.00
Max: $2,000.00",,,,
19-Aug-2025,IT,EU-IT-Google-Product,Budget and modifiers,,Andrew,,,,,
19-Aug-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"$180.00
Min: $700.00
Max: $1,300.00",Andrew,"$180.00
Min: $500.00
Max: $1,300.00",,,,
19-Aug-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,$150,Andrew,$250.00,,,,
19-Aug-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,$700,Andrew,$900.00,,,,
19-Aug-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"$130.00
Min: $2,000.00
Max: $2,800.00",Andrew,"$130.00
Min: $2,500.00
Max: $3,200.00",,,,
19-Aug-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,$300,Andrew,500,,,,
19-Aug-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$3,200",Andrew,3100,,,,
19-Aug-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,"	
$240.00
Min: $300.00
Max: $400.00",Andrew,"	
$240.00
Min: $200.00
Max: $400.00",,,,
19-Aug-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$230.00
Min: $4,500.00
Max: $5,500.00",Andrew,"$230.00
Min: $4,000.00
Max: $5,500.00",,,,
19-Aug-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,$350,Andrew,300,,,,
19-Aug-2025,ES,EU-ES-Google-GA,Budget and modifiers,CPT $70>$60,Yun,,,,,
19-Aug-2025,ES,EU-ES-Google-Product-Vertical,Budget and modifiers,CPT $70>$60,Yun,,,,,
19-Aug-2025,FR,EU-FR-Google-GA,Budget and modifiers,Changed min campaign daily budget $5>$3 (low daily budget portfolio). Removed max cpc cap,Yun,,,,,
19-Aug-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,Changed min campaign daily budget $5>$3 (low daily budget portfolio). Removed max cpc cap,Yun,,,,,
26-Aug-2025,DE,EU-DE-Google-GA,Budget and modifiers,$650,Andrew,$350.00,,,,
26-Aug-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$4,500",Andrew,3200,,,,
26-Aug-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,,Andrew,,,,,
26-Aug-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$260.00
Min: $4,800.00
Max: $5,500.00",Andrew,"$250.00
Min: $4,500.00
Max: $5,500.00",,,,
26-Aug-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,$650,,$350.00,,,,
26-Aug-2025,FR,EU-FR-Google-GA,Budget and modifiers,$200,Andrew,100,,,,
26-Aug-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,$250,Andrew,150,,,,
26-Aug-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"$1,000",Andrew,700,,,,
26-Aug-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"$130.00
Min: $2,300.00
Max: $2,800.00",Andrew,"$130.00
Min: $2,000.00
Max: $2,800.00",,,,
26-Aug-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,$700,Andrew,300,,,,
26-Aug-2025,IT,EU-IT-Google-GA,Budget and modifiers,$700,,$500.00,,,,
26-Aug-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"	
$230.00
Min: $1,800.00
Max: $2,000.00",Andrew,"	
$210.00
Min: $1,600.00
Max: $2,000.00",,,,
26-Aug-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"$190.00
Min: $900.00
Max: $1,300.00",Andrew,"$180.00
Min: $700.00
Max: $1,300.00",,,,
26-Aug-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$450,Andrew,350,,,,
26-Aug-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,200",Andrew,1000,,,,
26-Aug-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$550,Andrew,$350.00,,,,
26-Aug-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$100,Andrew,80,,,,
26-Aug-2025,ES,EU-ES-Google-Product-Vertical,Budget and modifiers,"$80.00
Min: $90.00
Max: $150.00",Andrew,"$60.00
Min: $50.00
Max: $100.00",,,,
26-Aug-2025,IT,Brand Core,Bids,Increase max CPC from $20 to $22 based on 71% of impressions are limited by your max. bid limit,Andrew,,,,,
3-Sep-2025,IT,EU-IT-Bing-Brand,Budget and modifiers,"Changed to 7/30 half life settings, changed to 5% learning budget",Andrew,Not hitting target spend in August,,,,
3-Sep-2025,IT,EU-IT-Bing-NB,Budget and modifiers,"Changed to 7/30 half life settings, changed to 5% learning budget",Andrew,Not hitting target spend in August,,,,
3-Sep-2025,DE,EU-DE-Google-GA,Budget and modifiers,$750,Andrew,$650.00,,,,
3-Sep-2025,DE,EU-DE-Google-AMZ,Budget and modifiers,"$5,000",Andrew,"$4,500.00",,,,
3-Sep-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$260.00
Min: $5400.00
Max: $5,900.00",Andrew,"$260.00
Min: $4,800.00
Max: $5,500.00",,,,
3-Sep-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,$850,Andrew,$650.00,,,,
3-Sep-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,$550,,$250.00,,,,
3-Sep-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"$1,300",Andrew,"$1,000.00",,,,
3-Sep-2025,FR,EU-FR-Google-Generic,Budget and modifiers,"$130.00
Min: $2,800.00
Max: $3000.00",Andrew,"$130.00
Min: $2,300.00
Max: $2,800.00",,,,
3-Sep-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,$900,Andrew,700,,,,
3-Sep-2025,IT,EU-IT-Google-GA,Budget and modifiers,$900,Andrew,800,,,,
3-Sep-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$250.00
Min: $2100.00
Max: $2,400.00",Andrew,"$230.00
Min: $1,900.00
Max: $2,200.00",,,,
3-Sep-2025,IT,EU-IT-Google-Product,Budget and modifiers,$350,Andrew,$100.00,,,,
3-Sep-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"$200.00
Min: $1400.00
Max: $1,800.0",Andrew,"$190.00
Min: $900.00
Max: $1,300.0",,,,
3-Sep-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$500,Andrew,$200,,,,
3-Sep-2025,IT,EU-IT-Brand-Plus,Budget and modifiers,Max 2000,Andrew,Max 1800,,,,
3-Sep-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,"	
$110.00
Min: $150.00
Max: 350.00",Andrew,"	
$110.00
Min: $150.00
Max: $250.00",,,,
3-Sep-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,700",Andrew,1200,,,,
3-Sep-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$750,Andrew,550,,,,
3-Sep-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$300,Andrew,100,,,,
3-Sep-2025,ES,EU-ES-Google-GA,Budget and modifiers,"	
$60.00
Min: $150.00
Max: $200.00",Andrew,"	
$60.00
Min: $50.00
Max: $100.00",,,,
8-Sep-2025,DE,EU-DE-Google-GA,Budget and modifiers,$650,Andrew,$750.00,,,,
8-Sep-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$240.00
Min: $5,000.00
Max: $6,000.00",Andrew,"$260.00
Min: $5,500.00
Max: $6,000.00",,,,
8-Sep-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,"$190.00
Min: $3,000.00
Max: $4,000.00",Andrew,"$200.00
Min: $3,000.00
Max: $4,000.00",,,,
8-Sep-2025,FR,EU-FR-Google-GA,Budget and modifiers,$150,Andrew,200,,,,
8-Sep-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,$450,Andrew,550,,,,
8-Sep-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,"$1,100",Andrew,"$1,300.00",,,,
8-Sep-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,$700,Andrew,$900.00,,,,
8-Sep-2025,IT,EU-IT-Google-GA,Budget and modifiers,$700,Andrew,$900.00,,,,
8-Sep-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"	
$250.00
Min: $1800.00
Max: $2,200.00",Andrew,"	
$250.00
Min: $2,100.00
Max: $2,400.00",,,,
8-Sep-2025,IT,EU-IT-Google-Product,Budget and modifiers,$150,Andrew,$350.00,,,,
8-Sep-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"$190.00
Min: $1,000.00
Max: $1,400.00",Andrew,"$200.00
Min: $1,400.00
Max: $1,800.00",,,,
8-Sep-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$400,Andrew,$550.00,,,,
8-Sep-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,"$100.00
Min: $75.00
Max: $250.00",Andrew,"$110.00
Min: $150.00
Max: $350.00",,,,
8-Sep-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,300",Andrew,1700,,,,
8-Sep-2025,ES,EU-ES-Google-AMZ,Budget and modifiers,$650,Andrew,$750.00,,,,
8-Sep-2025,ES,EU-ES-Google-GA_Top,Budget and modifiers,$200,,$300.00,,,,
8-Sep-2025,ES,EU-ES-Google-Product-Vertical,Budget and modifiers,"$80.00
Min: $50.00
Max: $150.00",Andrew,"$80.00
Min: $90.00
Max: $150.00",,,,
8-Sep-2025,ES,EU-ES-Google-GA,Budget and modifiers,"$60.00
Min: $50.00
Max: $150.00",Andrew,"$60.00
Min: $150.00
Max: $200.00",,,,
10-Sep-2025,UK,EU-UK-Bing-Brand,Budget and modifiers,"$50.00
Min: $50.00
Max: $150.00",Andrew,Decreased to stay within PO amount,,,,
10-Sep-2025,UK,EU-UK-Bing-NB,Budget and modifiers,"$45.00
Min: $10.00
Max: $70.00
",Andrew,Decreased to stay within PO amount,,,,
15-Sep-2025,DE,EU-DE-Google-GA,Budget and modifiers,"$1,050",Andrew,$850.00,,,,
15-Sep-2025,DE,EU-DE-Google-Product-Vertical,Budget and modifiers,"$230.00
Min: $300.00
Max: $500.00",Andrew,"$240.00
Min: $300.00
Max: $400.00",,,,
15-Sep-2025,DE,EU-DE-Google-Generic,Budget and modifiers,"$230.00
Min: $5,500.00
Max: $6,500.00",Andrew,"$240.00
Min: $5,000.00
Max: $6,000.00",,,,
15-Sep-2025,DE,EU-DE-Google-GA_Top,Budget and modifiers,$550,Andrew,$650.00,,,,
15-Sep-2025,DE,EU-DE-Brand-Plus,Budget and modifiers,"$180.00
Min: $3,000.00
Max: $5,000.00",Andrew,"$190.00
Min: $3,000.00
Max: $4,000.00",,,,
15-Sep-2025,FR,EU-FR-Google-GA,Budget and modifiers,$100,Andrew,$150.00,,,,
15-Sep-2025,FR,EU-FR-Google-AMZ,Budget and modifiers,$350,Andrew,$450.00,,,,
15-Sep-2025,FR,EU-FR-Google-Product-Vertical,Budget and modifiers,$800,Andrew,"$1,100.00",,,,
15-Sep-2025,FR,EU-FR-Google-GA_Top,Budget and modifiers,$500,Andrew,$700.00,,,,
15-Sep-2025,FR,EU-FR-Brand-Plus,Budget and modifiers,"$105.00
Min: $400.00
Max: $800.00",Andrew,"$105.00
Min: $300.00
Max: $500.00",,,,
15-Sep-2025,IT,EU-IT-Google-GA,Budget and modifiers,$400,Andrew,700,,,,
15-Sep-2025,IT,EU-IT-Google-AMZ,Budget and modifiers,"$210.00
Min: $1,000.00
Max: $1,500.00",Andrew,"$230.00
Min: $1,000.00
Max: $2,000.00",,,,
15-Sep-2025,IT,EU-IT-Google-Product,Budget and modifiers,$75,Andrew,$150.00,,,,
15-Sep-2025,IT,EU-IT-Google-Generic,Budget and modifiers,"$190.00
Min: $700.00
Max: $900.00",Andrew,"$190.00
Min: $1,000.00
Max: $1,400.00",,,,
15-Sep-2025,IT,EU-IT-Google-Vertical,Budget and modifiers,$300,Andrew,$400.00,,,,
15-Sep-2025,IT,EU-IT-Google-Generic-HighCPA,Budget and modifiers,$100,Andrew,$400,,,,
15-Sep-2025,IT,EU-IT-Brand-Plus,Budget and modifiers,"$190.00
Min: $1,200.00
Max: $3,000.00",Andrew,"$190.00
Min: $1,200.00
Max: $2,000.00",,,,
15-Sep-2025,ES,EU-ES-Google-Brand-Plus,Budget and modifiers,"$100.00
Min: $75.00
Max: $450.00",Andrew,"$100.00
Min: $75.00
Max: $250.00",,,,
15-Sep-2025,ES,EU-ES-Google-Generic,Budget and modifiers,"$1,500",Andrew,"$1,300.00",,,,
