Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
amazon corporativo cdmx,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,13,2,12.81,6.41,13,167.13,Converting KW
perfumes originales mayoreo,"""proveedor de perfume""",Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,58,8,12.77,1.6,4,162.04,Converting KW
amazon emite facturas,"""factura de amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,2,1,12.69,12.69,0,,Zero-Reg KW
wherex mexico,"""aprovisionamiento de productos""",Phrase match (close variant),MX - Generic,Procurement_Products_Phrase,18,2,12.67,6.34,0,,Zero-Reg KW
velas aromaticas mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,22,8,12.64,1.58,15,101.18,Converting KW
amazon oficinas,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,49,1,12.55,12.55,13,167.13,Converting KW
vasos de vidrio mayoreo,"""proveedores de cristalería""",Phrase match (close variant),MX - Food,Cultlery_Suppliers_Phrase,20,8,12.54,1.57,3,69.14,Converting KW
distribuidores mayoristas en guadalajara,"""suministro distribuidor""",Phrase match (close variant),MX - Generic,Procurement_Suppliers_Phrase,7,5,12.47,2.49,2,153.75,Converting KW
como facturar amazon mexico,"""facturar amazon mexico""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,15,4,12.47,3.12,0,,Zero-Reg KW
grupo modelo ventas mayoreo,"""distribuidor de bebidas""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,43,7,12.42,1.77,7,59.86,Converting KW
facturacion en amazon mexico,"""facturar amazon mexico""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,11,2,12.41,6.21,0,,Zero-Reg KW
amazon central payee,"""amazon business cuenta""",Phrase match (close variant),MX - Brand Phrase,Account_Phrase,2,1,12.38,12.38,4,16.52,Converting KW
articulos de oficina,[material papelería],Exact match (close variant),MX - Office,Products_Exact,25,4,12.28,3.07,0,,Zero-Reg KW
como facturar un pedido en amazon,"""como facturar en amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,7,2,12.26,6.13,11,98.78,Converting KW
amazon registrarse,"""a cuenta amazon""",Phrase match (close variant),MX - Invoice AMZ,Invoice_Phrase,20,7,12.15,1.74,1,136.9,Converting KW
papelerias por mayoreo,[comercio al por mayor de artículos de papelería],Exact match (close variant),MX - Office,Wholesales_Exact,10,4,12.15,3.04,0,,Zero-Reg KW
como cambiar de amazon business a personal,"""cuenta de empresa de amazon""",Phrase match (close variant),MX - Brand Phrase,Account_Phrase,4,2,12.11,6.06,4,130.59,Converting KW
amazon web services mexico,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,8,1,12.08,12.08,13,167.13,Converting KW
muebles para cafeteria,[muebles para cafetería],Exact match (close variant),MX - Food,Furniture_Restaurant_Exact,55,7,11.97,1.71,1,43.67,Converting KW
facturar en amazon,"""facturar en amazon""",Exact match,MX - Invoice AMZ,Invoice_Phrase,66,5,11.96,2.39,1,11.96,Converting KW
como facturar en amazon mx,"""como facturar en amazon""",Phrase match,MX - Invoice AMZ,Invoice_Phrase,5,4,11.9,2.98,11,98.78,Converting KW
vasos para personalizar mayoreo,"""proveedores vasos""",Phrase match (close variant),MX - Food,Glassware_Suppliers_Phrase,10,4,11.9,2.98,2,214.57,Converting KW
mobiliario para cafeteria,[muebles para cafetería],Exact match (close variant),MX - Food,Furniture_Restaurant_Exact,58,7,11.73,1.68,1,43.67,Converting KW
como solicitar facturas en amazon,"""factura de amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,1,1,11.65,11.65,0,,Zero-Reg KW
sell on amazon mexico,"""amazon negocios mexico""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,4,1,11.63,11.63,0,,Zero-Reg KW
abarrotes mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,31,5,11.59,2.32,6,206.28,Converting KW
tiendas mayoristas en méxico,[mayorista mexico],Exact match (close variant),MX - Generic,Core_Wholesalers_Exact,25,4,11.56,2.89,0,,Zero-Reg KW
proveedores de maquillaje por mayoreo,[proveedor de maquillaje],Exact match (close variant),MX - Beauty,Makeup_Supplier_Exact,27,4,11.54,2.89,0,,Zero-Reg KW
libretas mayoreo,[cuadernos mayorista],Exact match (close variant),MX - Office,Office Supplies_Wholesalers_Exact,24,6,11.53,1.92,0,,Zero-Reg KW
amazon business login,[amazon business account],Exact match (close variant),MX - Brand Exact,Account_Exact,13,4,11.49,2.87,2,14.7,Converting KW
prep center amazon mexico,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,6,1,11.43,11.43,13,167.13,Converting KW
proveedores de bolsas para dama,"""proveedores de accesorios de moda""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Accessories_Phrase,10,3,11.42,3.81,0,,Zero-Reg KW
proveedores de maquillaje,[mayorista de maquillaje],Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,42,7,11.41,1.63,1,168.77,Converting KW
distribuidores de dulces por mayoreo,[chucherías al por mayor],Exact match (close variant),MX - Generic,Wholesales_Exact,3,2,11.4,5.7,0,,Zero-Reg KW
amazon mexico telefono corporativo,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,4,3,11.37,3.79,13,167.13,Converting KW
donde comprar calcetines por mayoreo para vender,"""mayorista españa""",Phrase match (close variant),MX - Generic,Core_Wholesalers_Phrase,10,4,11.31,2.83,3,109.28,Converting KW
mini botellas de tequila al por mayoreo,"""distribuidor de bebidas""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,27,7,11.27,1.61,7,59.86,Converting KW
requisitos para amazon business,"""cuenta de empresa en amazon""",Phrase match (close variant),MX - Brand Phrase,Account_Phrase,6,2,11.25,5.63,15,46.07,Converting KW
amazon ads mexico,"""amazon negocios""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,4,2,11.24,5.62,5,113.63,Converting KW
como facturar compras de amazon,"""cómo facturar en amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,3,2,11.23,5.62,0,,Zero-Reg KW
audífonos por mayoreo,"""productos electrónicos al por mayor""",Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,24,8,11.23,1.4,0,,Zero-Reg KW
amazon mi cuenta,"""a cuenta amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,55,5,11.19,2.24,1,136.9,Converting KW
proveedores de ropa,[comprar ropa al por mayor],Exact match (close variant),MX - Apparel,Clothing_Exact,47,9,11.18,1.24,1,12.99,Converting KW
ventas al mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,14,3,11.1,3.7,5,48.47,Converting KW
termos al mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,14,4,11.07,2.77,18,109.3,Converting KW
amazon facturacion electronica,"""factura de amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,1,1,11.02,11.02,0,,Zero-Reg KW
como encontrar proveedores mayoristas,[proveedores para mayoristas],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,16,4,10.94,2.74,0,,Zero-Reg KW
distribuidora de productos de belleza,[productos de belleza al por mayor],Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,28,3,10.9,3.63,0,,Zero-Reg KW
barradas equipo para comercios,"""proveedor equipamiento""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,12,3,10.88,3.63,0,,Zero-Reg KW
puedes facturar en amazon,"""como facturar en amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,5,2,10.88,5.44,11,98.78,Converting KW
proveedores de perfumes originales,"""mayorista de perfume""",Phrase match (close variant),MX - Beauty,Fragrance_Wholesale_Phrase,28,7,10.86,1.55,1,109.27,Converting KW
merch by amazon,"""merch by amazon""",Exact match,MX - Invoice AMZ,Invoice_Phrase,37,2,10.81,5.41,0,,Zero-Reg KW
en amazon facturan,"""como facturar en amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,4,2,10.79,5.4,11,98.78,Converting KW
amazon service blueprint,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,7,1,10.79,10.79,13,167.13,Converting KW
vasos de vidrio mayoreo economicos,"""proveedores de cristalería""",Phrase match (close variant),MX - Food,Cultlery_Suppliers_Phrase,12,6,10.76,1.79,3,69.14,Converting KW
venta por mayoreo,[proveedores al por mayor],Exact match (close variant),MX - Generic,Wholesales_Suppliers_Exact,20,5,10.75,2.15,5,48.47,Converting KW
silla oficina,[sillas oficina],Exact match (close variant),MX - Office,Furniture_Exact,132,7,10.75,1.54,0,,Zero-Reg KW
facturar compras de amazon,"""facturar compras de amazon""",Exact match,MX - Invoice AMZ,Invoice_Phrase,15,4,10.68,2.67,1,69.77,Converting KW
proveedores de higiene personal,"""proveedores comerciales""",Phrase match (close variant),MX - Generic,Suppliers_Enterprises_Phrase,2,2,10.64,5.32,2,135.12,Converting KW
cuenta en amazon,"""a cuenta amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,32,7,10.63,1.52,1,136.9,Converting KW
amazon retail svcs mx que es,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,2,1,10.61,10.61,13,167.13,Converting KW
tienda de muebles para oficina,[mobiliario para oficinas],Exact match (close variant),MX - Office,Furniture_Exact,2,2,10.59,5.3,0,,Zero-Reg KW
mayoristas monterrey,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,10,5,10.56,2.11,7,154.55,Converting KW
cosas por mayoreo para vender,[venta al por mayor],Exact match (close variant),MX - Generic,Wholesales_Exact,21,5,10.51,2.1,0,,Zero-Reg KW
proveedores de maquillaje,[proveedor de maquillaje],Exact match (close variant),MX - Beauty,Makeup_Supplier_Exact,28,8,10.5,1.31,0,,Zero-Reg KW
venta por mayoreo,[venta al por mayor],Exact match (close variant),MX - Generic,Wholesales_Exact,13,6,10.47,1.75,0,,Zero-Reg KW
proveedores de perfumes,[perfume al por mayor],Exact match (close variant),MX - Beauty,Fragrance_Wholesale_Exact,39,11,10.44,0.95,0,,Zero-Reg KW
articulos promocionales,"""productos para empresas""",Phrase match (close variant),MX - Generic,Core_Enterprises_Products_Phrase,73,5,10.44,2.09,0,,Zero-Reg KW
maquillaje por mayoreo,[mayorista de maquillaje],Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,24,9,10.44,1.16,1,168.77,Converting KW
mini botellas de licor mayoreo,"""distribuidor de bebidas""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,16,7,10.41,1.49,7,59.86,Converting KW
cosas para revender,"""comprar mercancías""",Phrase match (close variant),MX - Generic,Purchasing_Products_Phrase,46,9,10.41,1.16,2,81.03,Converting KW
amazon bodegas mexico,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,4,1,10.37,10.37,13,167.13,Converting KW
servicios comerciales amazon mexico s de r l de c v,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,43,2,10.35,5.18,13,167.13,Converting KW
como recibir paquetes de amazon en mi negocio,"""amazon negocios""",Phrase match,MX - Brand Phrase,Pure_Phrase,15,2,10.33,5.17,5,113.63,Converting KW
insumos empresariales,"""compra para empresa""",Phrase match (close variant),MX - Generic,Purchasing_Enterprises_Phrase,1,1,10.32,10.32,2,68.86,Converting KW
como sacar factura en amazon,"""como sacar factura en amazon""",Exact match,MX - Invoice AMZ,Invoice_Phrase,12,2,10.3,5.15,0,,Zero-Reg KW
monk fruit mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,7,3,10.3,3.43,6,206.28,Converting KW
cómo facturar en amazon,"""cómo facturar en amazon""",Exact match,MX - Invoice AMZ,Invoice_Phrase,36,6,10.29,1.72,0,,Zero-Reg KW
donde comprar ropa deportiva para vender,"""ropa deportiva al por mayor""",Exact match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,24,5,10.21,2.04,3,114.87,Converting KW
corporativo amazon mexico,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,49,2,10.2,5.1,13,167.13,Converting KW
amazon delivery service partner,"""amazon empresarial""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,14,2,10.17,5.09,4,223.57,Converting KW
tecnoback mayoristas com,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,25,7,10.16,1.45,7,154.55,Converting KW
programa dsp amazon,"""amazon para empresas""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,6,1,10.16,10.16,6,100.37,Converting KW
amazon delivery service partner dsp,"""amazon empresarial""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,2,1,10.13,10.13,4,223.57,Converting KW
distribuidora de papelería,[comercio al por mayor de artículos de papelería],Exact match (close variant),MX - Office,Wholesales_Exact,36,6,10.11,1.68,0,,Zero-Reg KW
ecommerce como empezar,"""tienda online para negocios""",Phrase match (close variant),MX - Generic,Enterprises_Shop_Phrase,6,3,10.1,3.37,0,,Zero-Reg KW
articulos promocionales para empresas,"""compras para empresas""",Phrase match (close variant),MX - Generic,Enterprises_Purchasing_Phrase,13,1,10.1,10.1,0,,Zero-Reg KW
como se factura en amazon,[factura amazon],Exact match (close variant),MX - Invoice AMZ,Invoice_Exact,23,3,10.04,3.35,1,276.03,Converting KW
tecnoback mayoristas com,"""mayorista españa""",Phrase match (close variant),MX - Generic,Core_Wholesalers_Phrase,32,3,10.03,3.34,3,109.28,Converting KW
amazon ads retail,"""amazon business""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,2,1,10.0,10.0,2,153.85,Converting KW
mercado libre b2b,"""ventas b2b""",Phrase match (close variant),MX - Generic,B2B_Enterprise_Phrase,2,1,9.98,9.98,0,,Zero-Reg KW
advertising amazon com,"""amazon empresarial""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,2,1,9.97,9.97,4,223.57,Converting KW
kdp amazon mexico,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,15,1,9.97,9.97,13,167.13,Converting KW
mercancía para negocio todo a 1000,"""compra para empresa""",Phrase match (close variant),MX - Generic,Purchasing_Enterprises_Phrase,2,1,9.91,9.91,2,68.86,Converting KW
facturar compra amazon,"""como facturar en amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,2,1,9.89,9.89,11,98.78,Converting KW
como pido una factura en amazon,"""como facturar en amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,1,1,9.87,9.87,11,98.78,Converting KW
maquillaje elf mayoreo,"""productos de belleza al por mayor""",Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,25,7,9.86,1.41,13,58.64,Converting KW
amazon dsp,"""amazon business""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,7,1,9.85,9.85,2,153.85,Converting KW
distribuidores de maquillaje al por mayor,[distribuidores de maquillaje],Exact match (close variant),MX - Beauty,Makeup_Distributors_Exact,5,2,9.83,4.92,1,59.38,Converting KW
balones por mayoreo,"""equipo al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,9,3,9.82,3.27,1,183.75,Converting KW
facturar en amazon mexico,"""facturar amazon mexico""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,16,2,9.76,4.88,0,,Zero-Reg KW
amazon business como funciona,"""cuenta de empresa de amazon""",Phrase match (close variant),MX - Brand Phrase,Account_Phrase,35,3,9.74,3.25,4,130.59,Converting KW
playeras deportivas mayoreo,"""ropa deportiva al por mayor""",Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,15,4,9.72,2.43,3,114.87,Converting KW
hat one mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,43,7,9.68,1.38,15,101.18,Converting KW
cancelar cuenta amazon business,"""cuenta de empresa de amazon""",Phrase match (close variant),MX - Brand Phrase,Account_Phrase,10,1,9.66,9.66,4,130.59,Converting KW
se pueden facturar las compras de amazon,"""como facturar en amazon""",Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,2,1,9.62,9.62,11,98.78,Converting KW
uniformes para restaurantes,"""uniforme para restaurante""",Exact match (close variant),MX - Food,Clothing_Restaurant_Phrase,5,4,9.58,2.4,0,,Zero-Reg KW
vendor central,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,12,2,9.57,4.79,13,167.13,Converting KW
venta de maquillaje por mayoreo,[mayorista de maquillaje],Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,10,5,9.56,1.91,1,168.77,Converting KW
sabanas hoteleras,"""ropa para hotel""",Phrase match (close variant),MX - Hospitality,Clothing_Phrase,7,3,9.53,3.18,1,53.69,Converting KW
horno para panaderia,"""equipamiento comercial""",Phrase match (close variant),MX - Generic,Enterprises_Products_Phrase,22,3,9.52,3.17,2,146.94,Converting KW
proveedores de componentes electrónicos en méxico,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,2,2,9.5,4.75,7,154.55,Converting KW
productos para revender directo de fábrica,"""distribuidor para negocios""",Phrase match (close variant),MX - Generic,Distributors_Enterprises_Phrase,16,6,9.5,1.58,1,293.12,Converting KW
amazon merch on demand mexico,"""amazon empresa""",Phrase match (close variant),MX - Brand Phrase,Pure_Phrase,4,2,9.49,4.75,13,167.13,Converting KW
aliexpress business,"""tienda online para negocios""",Phrase match (close variant),MX - Generic,Enterprises_Shop_Phrase,14,3,9.49,3.16,0,,Zero-Reg KW
organizador de escritorio,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,219,7,9.49,1.36,1,662.23,Converting KW
