Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
gloves wholesale,"""wholesale gloves""",Exact match (close variant),AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,6,2,14.04,7.02,0,,Zero-Reg KW
bulk hand soap,"""bulk hand soaps""",Exact match (close variant),AU_Generic_P-V_Janitorial,Soap_Bulk_Phrase,9,2,14.04,7.02,1,27.94,Converting KW
hair salon equipment,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,8,2,14.04,7.02,4,95.73,Converting KW
hotel hair dryer wall mounted,"""hotel equipment""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Products_Phrase,3,2,14.01,7.01,0,,Zero-Reg KW
vendorcentral amazon com login,"""amazon company account""",Phrase match (close variant),AU_Brand_Phrase,Account_ Phrase,4,1,13.87,13.87,3,141.62,Converting KW
amazon wholesale australia,"""amazon au business""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,9,2,13.85,6.93,2,123.77,Converting KW
cheap business cards,"""business cards business""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,23,3,13.84,4.61,1,319.47,Converting KW
desk cable management,"""desk equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Products_Phrase,18,3,13.82,4.61,1,385.77,Converting KW
bulk order custom t shirts,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,2,13.8,6.9,0,,Zero-Reg KW
amazon normal account vs business account,[amazon business account vs personal],Exact match (close variant),AU_Brand_Exact,Account_Exact,2,1,13.79,13.79,1,49.12,Converting KW
bamboo coasters wholesale,"""bulk coasters""",Phrase match (close variant),AU_Generic_P-V_Food,Barware_Bulk_Phrase,1,1,13.79,13.79,0,,Zero-Reg KW
commercial cleaning supplies,[janitorial products],Exact match (close variant),AU_Generic_P-V_Janitorial,Products_Exact,19,2,13.77,6.89,1,51.8,Converting KW
magnetic business cards,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,8,2,13.73,6.87,1,291.32,Converting KW
bulk cereal,[wholesale cereals],Exact match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Exact,3,1,13.69,13.69,0,,Zero-Reg KW
hotel towels,"""hotel linen""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Products_Phrase,6,1,13.69,13.69,0,,Zero-Reg KW
chocolate packets wholesale,"""wholesale boxed chocolate""",Exact match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,13.67,13.67,0,,Zero-Reg KW
commercial cleaning supplies,[industrial cleaning products],Exact match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,16,2,13.66,6.83,0,,Zero-Reg KW
ferrero rocher wholesale,"""wholesale boxed chocolate""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,13.62,13.62,0,,Zero-Reg KW
nike wholesale distributors usa,"""wholesaler traders""",Phrase match (close variant),AU_Generic,Wholesalers_Enterprises_Phrase,1,1,13.61,13.61,0,,Zero-Reg KW
up and go bulk wholesale,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,3,13.6,4.53,0,,Zero-Reg KW
bulk guitar strings australia,"""bulk strings""",Phrase match,AU_Generic_P-V_Apparel,Underwear_Bulk_Phrase,1,1,13.6,13.6,0,,Zero-Reg KW
cable management tray,"""desk equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Products_Phrase,21,3,13.59,4.53,1,385.77,Converting KW
amazon business account price difference,"""amazon prime business""",Phrase match (close variant),AU_Brand_Phrase,Prime_Phrase,2,1,13.59,13.59,3,89.74,Converting KW
amazon business cards,"""amazon for business""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,1,1,13.58,13.58,6,75.21,Converting KW
wholesale beauty supplies australia,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,12,2,13.53,6.77,8,113.14,Converting KW
wholesale vodka,[wholesale vodka],Exact match,AU_Generic_P-V_Food,Drinks_Wholesale_Exact,3,1,13.5,13.5,0,,Zero-Reg KW
amazon business services agreement,"""amazon business account""",Phrase match (close variant),AU_Brand_Phrase,Account_ Phrase,2,1,13.49,13.49,2,129.13,Converting KW
is amazon business cheaper,"""amazon business portal""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,1,1,13.44,13.44,4,90.26,Converting KW
wholesale fabric suppliers australia,"""fabric wholesale""",Phrase match,AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,7,2,13.4,6.7,0,,Zero-Reg KW
ernie ball bulk strings,"""bulk strings""",Phrase match,AU_Generic_P-V_Apparel,Underwear_Bulk_Phrase,1,1,13.38,13.38,0,,Zero-Reg KW
bulk order on amazon,"""amazon for business""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,1,1,13.33,13.33,6,75.21,Converting KW
empty candle jars wholesale australia,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,19,3,13.3,4.43,5,120.9,Converting KW
milestone cleaning products,"""cleaning products""",Phrase match,AU_Generic_P-V_Janitorial,Products_Phrase,3,3,13.3,4.43,3,241.91,Converting KW
beco kitchen cleaner,"""cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Phrase,4,3,13.29,4.43,3,241.91,Converting KW
amazon prime duo,"""amazon prime business""",Phrase match (close variant),AU_Brand_Phrase,Prime_Phrase,2,1,13.29,13.29,3,89.74,Converting KW
cheap bulk spices australia,"""bulk herbs""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,5,3,13.22,4.41,0,,Zero-Reg KW
commercial cafe equipment,"""equipment for businesses""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,2,2,13.21,6.61,0,,Zero-Reg KW
amazon business membership,[business prime],Exact match (close variant),AU_Brand_Exact,Prime_Exact,2,1,13.17,13.17,2,63.26,Converting KW
dropshipping suppliers australia,"""suppliers products""",Phrase match (close variant),AU_Generic,Suppliers_Products_Phrase,12,2,13.16,6.58,0,,Zero-Reg KW
amazon digital ads,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,1,13.16,13.16,15,93.84,Converting KW
outdoor umbrella for restaurant,"""umbrellas distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,2,13.14,6.57,0,,Zero-Reg KW
amazon business 20,"""amazon business prime""",Phrase match (close variant),AU_Brand_Phrase,Prime_Phrase,2,1,13.14,13.14,0,,Zero-Reg KW
how to start a business on amazon,[create amazon business account],Exact match (close variant),AU_Brand_Exact,Account_Exact,1,1,13.14,13.14,2,28.74,Converting KW
wholesale shoes,[bulk shoes],Exact match (close variant),AU_Generic_P-V_Apparel,Eyewear_Wholesales_Exact,4,3,13.12,4.37,0,,Zero-Reg KW
filing cabinet,"""home office products""",Phrase match (close variant),AU_Generic_P-V_Office,Home-Office_Phrase,24,3,13.11,4.37,0,,Zero-Reg KW
business amazon,[business amazon],Exact match,AU_Brand_Exact,Pure_Exact,68,27,13.06,0.48,1,119.55,Converting KW
buy bulk soft drink australia,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,6,2,13.04,6.52,0,,Zero-Reg KW
bulk books wholesale,"""buy bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,2,13.01,6.51,0,,Zero-Reg KW
cleaning supplies online,[cleaning buy],Exact match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Exact,7,2,13.0,6.5,1,79.23,Converting KW
plain tumblers wholesale,"""tumblers wholesalers""",Phrase match (close variant),AU_Generic_P-V_Food,Glassware_Wholesalers_Phrase,1,1,12.96,12.96,1,72.18,Converting KW
closing down restaurant equipment for sale,"""equipment for companies""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,3,1,12.88,12.88,0,,Zero-Reg KW
wholesale purchase online,"""wholesale other""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,1,2,12.86,6.43,0,,Zero-Reg KW
wholesale books,[book wholesalers],Exact match (close variant),AU_Generic_P-V_Shops,Wholesalers_Books Shop,6,2,12.86,6.43,0,,Zero-Reg KW
how do i set up a store on amazon,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,1,1,12.8,12.8,15,93.84,Converting KW
amazon business healthcare,"""amazon business account""",Phrase match (close variant),AU_Brand_Phrase,Account_ Phrase,2,1,12.73,12.73,2,129.13,Converting KW
buy tinned food in bulk,[wholesale canned food],Exact match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Exact,1,1,12.72,12.72,0,,Zero-Reg KW
amazon australia ads,"""amazon business au""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,3,1,12.65,12.65,2,134.96,Converting KW
merchant amazon login,"""amazon business portal""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,2,1,12.61,12.61,4,90.26,Converting KW
salon professional supplies pro colour,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,3,2,12.59,6.3,8,113.14,Converting KW
simple wholesale,"""wholesaler traders""",Phrase match (close variant),AU_Generic,Wholesalers_Enterprises_Phrase,1,1,12.59,12.59,0,,Zero-Reg KW
how to do online business with amazon,[how to set up a business amazon account],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,2,1,12.56,12.56,3,46.24,Converting KW
alibaba wholesale,"""wholesaler traders""",Phrase match (close variant),AU_Generic,Wholesalers_Enterprises_Phrase,6,2,12.56,6.28,0,,Zero-Reg KW
amazon company policy,"""amazon business information""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,2,1,12.55,12.55,2,247.98,Converting KW
market place b2b,"""b2b shop""",Phrase match (close variant),AU_Generic,B2B_Marketplace_Phrase,1,1,12.51,12.51,0,,Zero-Reg KW
amazon business whatsapp,"""amazon business portal""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,2,1,12.48,12.48,4,90.26,Converting KW
is amazon business cheaper,"""business amazon""",Phrase match,AU_Brand_Phrase,Pure_ Phrase,2,1,12.46,12.46,15,93.84,Converting KW
wholesale confectionery,[sweet shop bulk],Exact match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Exact,10,2,12.45,6.23,0,,Zero-Reg KW
wholesale chocolate suppliers australia,"""chocolate wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,14,2,12.45,6.23,1,242.11,Converting KW
wholesale clothing supplier in china,"""wholesaler traders""",Phrase match (close variant),AU_Generic,Wholesalers_Enterprises_Phrase,2,1,12.42,12.42,0,,Zero-Reg KW
dermalogica wholesale suppliers,"""beauty parlour wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,4,2,12.4,6.2,2,26.31,Converting KW
blank t shirts wholesale australia,"""clothing wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesale_Clothing,3,1,12.37,12.37,3,151.68,Converting KW
baby wholesale suppliers australia,"""wholesaler au""",Phrase match (close variant),AU_Generic,Wholesalers_Phrase,1,1,12.36,12.36,0,,Zero-Reg KW
what is amazon business prime duo,[business prime duo],Exact match (close variant),AU_Brand_Exact,Prime_Exact,3,1,12.36,12.36,0,,Zero-Reg KW
amazon aplus,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,1,12.36,12.36,15,93.84,Converting KW
about amazon business,[business amazon],Exact match (close variant),AU_Brand_Exact,Pure_Exact,2,1,12.35,12.35,1,119.55,Converting KW
branded merchandise,[company items],Exact match (close variant),AU_Generic,Enterprises_Products_Exact,5,1,12.35,12.35,0,,Zero-Reg KW
amazon business coupon,"""amazon business account""",Phrase match (close variant),AU_Brand_Phrase,Account_ Phrase,2,1,12.35,12.35,2,129.13,Converting KW
best drop shipping supplier,"""suppliers companies""",Phrase match (close variant),AU_Generic,Suppliers_Enterprises_Phrase,1,1,12.34,12.34,0,,Zero-Reg KW
central coast wholesale,"""wholesaler traders""",Phrase match (close variant),AU_Generic,Wholesalers_Enterprises_Phrase,1,1,12.32,12.32,0,,Zero-Reg KW
amazon business de,"""business amazon""",Phrase match,AU_Brand_Phrase,Pure_ Phrase,2,1,12.32,12.32,15,93.84,Converting KW
sneaker wholesalers,"""wholesaler traders""",Phrase match (close variant),AU_Generic,Wholesalers_Enterprises_Phrase,1,1,12.32,12.32,0,,Zero-Reg KW
where to buy bulk socks,[bulk socks],Exact match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Bulk_Exact,1,1,12.32,12.32,0,,Zero-Reg KW
alibaba wholesale,"""bulk distributor""",Phrase match (close variant),AU_Generic,Bulk_Distributors_Phrase,14,1,12.32,12.32,0,,Zero-Reg KW
pajamas vendors,"""bulk pyjamas""",Phrase match (close variant),AU_Generic_P-V_Apparel,Sleepwear_Bulk_Phrase,2,1,12.31,12.31,0,,Zero-Reg KW
salon smart,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,12.31,12.31,8,113.14,Converting KW
business card printing melbourne,"""business cards business""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,11,2,12.3,6.15,1,319.47,Converting KW
ip accelerator amazon,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,1,1,12.29,12.29,15,93.84,Converting KW
wholesale camping gear dropshippers,"""wholesaler traders""",Phrase match (close variant),AU_Generic,Wholesalers_Enterprises_Phrase,1,1,12.29,12.29,0,,Zero-Reg KW
wholesale homewares australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,4,1,12.28,12.28,0,,Zero-Reg KW
buy wholesale tools,"""wholesaler traders""",Phrase match (close variant),AU_Generic,Wholesalers_Enterprises_Phrase,1,1,12.27,12.27,0,,Zero-Reg KW
amazon business australia login,"""amazon business portal""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,4,1,12.27,12.27,4,90.26,Converting KW
wholesale biscuits,[wholesale biscuits],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,3,2,12.26,6.13,0,,Zero-Reg KW
how to find suppliers for dropshipping,"""suppliers companies""",Phrase match (close variant),AU_Generic,Suppliers_Enterprises_Phrase,2,1,12.26,12.26,0,,Zero-Reg KW
amazon for wholesale,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,1,12.25,12.25,15,93.84,Converting KW
jam jars wholesale australia,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,8,3,12.24,4.08,5,120.9,Converting KW
toilet paper bulk,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,4,2,12.24,6.12,3,3.81,Converting KW
product suppliers,[bulk suppliers],Exact match (close variant),AU_Generic,Bulk_Suppliers_Exact,1,1,12.24,12.24,0,,Zero-Reg KW
toilet paper bulk,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,4,2,12.24,6.12,3,115.3,Converting KW
la strada clothing wholesale online,"""clothing wholesalers""",Phrase match,AU_Generic_P-V_Shops,Wholesale_Clothing,4,1,12.24,12.24,3,151.68,Converting KW
bulk buys online,[buy bulk],Exact match (close variant),AU_Generic,Bulk_Buy_Exact,4,1,12.23,12.23,0,,Zero-Reg KW
amazon business report,"""business amazon""",Phrase match,AU_Brand_Phrase,Pure_ Phrase,1,1,12.22,12.22,15,93.84,Converting KW
hairdressing basins for sale,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,12,1,12.22,12.22,8,113.14,Converting KW
bulk buys australia online,"""bulk distributor""",Phrase match (close variant),AU_Generic,Bulk_Distributors_Phrase,2,1,12.21,12.21,0,,Zero-Reg KW
bulk socks,[bulk socks],Exact match,AU_Generic_P-V_Apparel,Hosiery & Socks_Bulk_Exact,6,1,12.2,12.2,0,,Zero-Reg KW
korean beauty wholesale supplier,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,12.2,12.2,8,113.14,Converting KW
amazon business partner,"""business amazon""",Phrase match,AU_Brand_Phrase,Pure_ Phrase,6,1,12.2,12.2,15,93.84,Converting KW
shopify alternatives,"""online shop for companies""",Phrase match (close variant),AU_Generic,Enterprises_Shop_Phrase,10,2,12.19,6.1,0,,Zero-Reg KW
beauty products for salon,"""professional beauty products""",Exact match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,4,1,12.19,12.19,8,113.14,Converting KW
amazon au business account,[amazon business account au],Exact match (close variant),AU_Brand_Exact,Account_Exact,4,2,12.18,6.09,4,37.04,Converting KW
wholesale bulk spices suppliers,"""buy wholesale""",Phrase match (close variant),AU_Generic,Wholesales_Buy_Phrase,3,2,12.18,6.09,0,,Zero-Reg KW
kindle business,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,1,12.17,12.17,15,93.84,Converting KW
best dropshipping suppliers in australia,"""suppliers purchases""",Phrase match (close variant),AU_Generic,Suppliers_Products_Phrase,1,1,12.17,12.17,0,,Zero-Reg KW
blank apparel wholesale,"""clothing wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesale_Clothing,1,1,12.17,12.17,3,151.68,Converting KW
electrical wholesalers online australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,1,1,12.16,12.16,0,,Zero-Reg KW
tweezerman wholesale,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,12.16,12.16,8,113.14,Converting KW
amazon dropship business,"""business amazon""",Phrase match,AU_Brand_Phrase,Pure_ Phrase,1,2,12.14,6.07,15,93.84,Converting KW
wholesale coke,"""wholesale soft drinks""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,3,2,12.14,6.07,1,115.32,Converting KW
a4 corporate notepads,"""seller stationery""",Phrase match (close variant),AU_Generic_P-V_Office,Sellers_Phrase,1,1,12.12,12.12,0,,Zero-Reg KW
wholesale sensory toys australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,1,1,12.11,12.11,0,,Zero-Reg KW
cheap glass jars wholesale australia,"""wholesale glassware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Wholesale_Phrase,13,3,12.1,4.03,4,61.5,Converting KW
