Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,Registrations,CPC,CPA,CTR %,Conv Rate %
"""wholesale baby clothing sets""",Phrase match,AU_Generic_P-V_Apparel,Swimwear_Wholesales_Phrase_Phrase_Phrase,3,2,6.48,0,3.24,,66.67,0.0
[acrylic nail suppliers],Exact match,AU_Generic_P-V_Beauty,Nail-Care_Supplier_Exact,6,1,6.47,0,6.47,,16.67,0.0
"""party bags suppliers""",Phrase match,AU_Generic_P-V_Celebrations,Party_Suppliers_Phrase,12,1,6.45,0,6.45,,8.33,0.0
[wholesale jeans],Exact match,AU_Generic_P-V_Apparel,Bottoms_Wholesales_Exact,3,1,6.45,0,6.45,,33.33,0.0
[wholesale beard oil],Exact match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Exact,3,2,6.45,0,3.23,,66.67,0.0
"""bulk vegetables""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,72,2,6.44,0,3.22,,2.78,0.0
[wholesale swim shorts],Exact match,AU_Generic_P-V_Apparel,Swimwear_Wholesales_Exact,2,1,6.43,0,6.43,,50.0,0.0
[bulk computer parts],Exact match,AU_Generic_P-V_Electronics,Computers_Bulk_Exact,7,2,6.38,0,3.19,,28.57,0.0
"""wholesale moisturizer""",Phrase match,AU_Generic_P-V_Beauty,Skin-Care_Wholesale_Phrase,10,1,6.24,0,6.24,,10.0,0.0
[mens wholesale polo shirts],Exact match,AU_Generic_P-V_Apparel,Tops Men_Wholesales_Exact,2,1,6.2,0,6.2,,50.0,0.0
[bulk pasta],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,20,3,6.15,0,2.05,,15.0,0.0
"""wholesale tumblers""",Phrase match,AU_Generic_P-V_Food,Glassware_Wholesale_Phrase,16,2,6.13,0,3.07,,12.5,0.0
[wholesale clothing sets baby],Exact match,AU_Generic_P-V_Apparel,Accessories Baby_Wholesales_Exact,8,1,6.05,0,6.05,,12.5,0.0
"""suppliers items""",Phrase match,AU_Generic,Suppliers_Products_Phrase,26,1,6.0,0,6.0,,3.85,0.0
[shoes in bulk],Exact match,AU_Generic_P-V_Shops,Clothing_Bulk_Exact,2,2,5.98,0,2.99,,100.0,0.0
"""wholesale belts""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,23,1,5.96,0,5.96,,4.35,0.0
"""boots suppliers""",Phrase match,AU_Generic_P-V_Apparel,Shoes_Suppliers_Phrase,21,1,5.91,0,5.91,,4.76,0.0
"""insulation wholesale""",Phrase match,AU_Generic_P-V_Crafts,Professional-Tools_Wholesale_Phrase,5,1,5.91,0,5.91,,20.0,0.0
[hotel supplies towels],Exact match,AU_Generic_P-V_Hospitality,Products_Exact,5,1,5.9,0,5.9,,20.0,0.0
[wholesale tights],Exact match,AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Exact,2,1,5.89,0,5.89,,50.0,0.0
"""wholesale tote bags""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,18,2,5.87,0,2.94,,11.11,0.0
[wholesale wine],Exact match,AU_Generic_P-V_Food,Drinks_Wholesale_Exact,5,1,5.84,0,5.84,,20.0,0.0
[wholesale soft drinks],Exact match,AU_Generic_P-V_Food,Drinks_Wholesale_Exact,7,3,5.83,0,1.94,,42.86,0.0
[business multimedia projectors],Exact match,AU_Generic_P-V_Office,Office-Supplies_Exact,15,1,5.81,0,5.81,,6.67,0.0
"""distributor purchasing""",Phrase match,AU_Generic,Procurement_Distributors_Phrase,12,1,5.79,0,5.79,,8.33,0.0
[wholesale laundry detergent],Exact match,AU_Generic_P-V_Janitorial,Detergent_Wholesale_Exact,16,2,5.78,0,2.89,,12.5,0.0
[wholesale items],Exact match,AU_Generic,Wholesales_Products_Exact,22,1,5.76,0,5.76,,4.55,0.0
"""tracksuits distributors""",Phrase match,AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,4,1,5.68,0,5.68,,25.0,0.0
[bulk shot glasses],Exact match,AU_Generic_P-V_Food,Glassware_Bulk_Exact,19,2,5.66,0,2.83,,10.53,0.0
"""wholesale shawls""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,16,1,5.59,0,5.59,,6.25,0.0
[wholesale men's socks],Exact match,AU_Generic_P-V_Apparel,Socks & Hosiery Men_Wholesales_Exact,9,1,5.58,0,5.58,,11.11,0.0
"""crisps wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,6,2,5.58,0,2.79,,33.33,0.0
"""hardware wholesale""",Phrase match,AU_Generic_P-V_Crafts,Professional-Tools_Wholesale_Phrase,8,1,5.57,0,5.57,,12.5,0.0
[bulk gifts],Exact match,AU_Generic_P-V_Shops,Bulk_Gifts_Exact,12,1,5.57,0,5.57,,8.33,0.0
[bulk air fresheners],Exact match,AU_Generic_P-V_Janitorial,Odour_Bulk_Exact,17,2,5.54,0,2.77,,11.76,0.0
"""bulk mens polo shirts""",Phrase match,AU_Generic_P-V_Apparel,Tops Men_Bulk_Phrase,13,1,5.53,0,5.53,,7.69,0.0
[wholesale bags],Exact match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Exact,3,1,5.52,0,5.52,,33.33,0.0
"""wholesale eyeshadow""",Phrase match,AU_Generic_P-V_Beauty,Makeup_Wholesale_Phrase,3,1,5.49,1,5.49,5.49,33.33,100.0
[bulk party decorations],Exact match,AU_Generic_P-V_Celebrations,Party_Bulk_Exact,1,1,5.49,0,5.49,,100.0,0.0
[commercial flasks],Exact match,AU_Generic_P-V_Food,Barware_Exact,6,2,5.48,0,2.74,,33.33,0.0
"""professional air compressors""",Phrase match,AU_Generic_P-V_Crafts,Professional-Tools_Phrase,10,2,5.48,0,2.74,,20.0,0.0
[wholesale paper towels],Exact match,AU_Generic_P-V_Janitorial,Paper_Wholesale_Exact,4,2,5.47,0,2.74,,50.0,0.0
[umbrellas suppliers],Exact match,AU_Generic_P-V_Apparel,Accessories_Suppliers_Exact,7,1,5.45,0,5.45,,14.29,0.0
[wholesale chopping boards],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,9,2,5.43,0,2.72,,22.22,0.0
[soap supplier],Exact match,AU_Generic_P-V_Janitorial,Soap_Supplier_Exact,2,1,5.38,0,5.38,,50.0,0.0
"""wholesale body brushes""",Phrase match,AU_Generic_P-V_Beauty,Bath_Wholesale_Phrase,5,1,5.36,0,5.36,,20.0,0.0
"""licensed professional beauty supply online""",Phrase match,AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,12,2,5.35,0,2.68,,16.67,0.0
[tv for conference room],Exact match,AU_Generic_P-V_Electronics,Televisions_Exact,15,1,5.31,0,5.31,,6.67,0.0
[bulk dish soap],Exact match,AU_Generic_P-V_Janitorial,Soap_Bulk_Exact,37,1,5.27,0,5.27,,2.7,0.0
[wholesale belts],Exact match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Exact,1,1,5.25,0,5.25,,100.0,0.0
"""party suppliers""",Phrase match,AU_Generic_P-V_Celebrations,Party_Suppliers_Phrase,5,1,5.24,0,5.24,,20.0,0.0
"""b2b items""",Phrase match,AU_Generic,B2B_Products_Phrase,6,1,5.17,0,5.17,,16.67,0.0
"""bulk leggings""",Phrase match,AU_Generic_P-V_Apparel,Hosiery & Socks_Bulk_Phrase,14,1,5.1,0,5.1,,7.14,0.0
"""bulk carpet cleaners""",Phrase match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Bulk_Phrase,26,1,5.1,0,5.1,,3.85,0.0
[office equipment],Exact match,AU_Generic_P-V_Office,Office_Exact,20,2,5.08,0,2.54,,10.0,0.0
"""mobile phone accessories distributor""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Distributor_Phrase,15,1,5.04,0,5.04,,6.67,0.0
[bulk coffee],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,6,2,4.98,0,2.49,,33.33,0.0
[headbands suppliers],Exact match,AU_Generic_P-V_Apparel,Accessories_Suppliers_Exact,1,1,4.94,0,4.94,,100.0,0.0
[bulk cleaning gloves],Exact match,AU_Generic_P-V_Janitorial,Gloves_Bulk_Exact,7,1,4.89,0,4.89,,14.29,0.0
"""professional kitchen mats""",Phrase match,AU_Generic_P-V_Janitorial,Floor-Care_Phrase,29,1,4.77,0,4.77,,3.45,0.0
[hardware bulk],Exact match,AU_Generic_P-V_Crafts,Professional-Tools_Bulk_Exact,2,1,4.76,0,4.76,,50.0,0.0
[office filing system],Exact match,AU_Generic_P-V_Office,Office_Exact,13,1,4.71,0,4.71,,7.69,0.0
"""wholesale earphones""",Phrase match,AU_Generic_P-V_Electronics,Headphones_Wholesale_Phrase,10,1,4.69,0,4.69,,10.0,0.0
"""bulk sponges""",Phrase match,AU_Generic_P-V_Janitorial,Tools_Bulk_Phrase,30,1,4.67,0,4.67,,3.33,0.0
[bulk noodles],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,20,2,4.66,0,2.33,,10.0,0.0
"""cell phone distributor""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Distributor_Phrase,4,1,4.65,0,4.65,,25.0,0.0
[wholesale air fresheners],Exact match,AU_Generic_P-V_Janitorial,Odour_Wholesale_Exact,17,1,4.52,0,4.52,,5.88,0.0
[degreasers],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,41,1,4.51,0,4.51,,2.44,0.0
[shoes distributors],Exact match,AU_Generic_P-V_Apparel,Shoes_Distributors_Exact,20,1,4.51,0,4.51,,5.0,0.0
[cardigans suppliers],Exact match,AU_Generic_P-V_Apparel,Tops_Suppliers_Exact,6,1,4.49,0,4.49,,16.67,0.0
[wholesale knickers],Exact match,AU_Generic_P-V_Apparel,Underwear_Wholesales_Exact,11,1,4.47,0,4.47,,9.09,0.0
"""home office items""",Phrase match,AU_Generic_P-V_Office,Home-Office_Phrase,32,1,4.44,0,4.44,,3.13,0.0
"""bulk film cameras""",Phrase match,AU_Generic_P-V_Electronics,Camera-Accessories_Bulk_Phrase,15,2,4.42,0,2.21,,13.33,0.0
"""wholesale biscuits""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,8,1,4.42,0,4.42,,12.5,0.0
[wholesale massage tables],Exact match,AU_Generic_P-V_Beauty,Massage_Wholesale_Exact,2,1,4.41,0,4.41,,50.0,0.0
[garden tools wholesale],Exact match,AU_Generic_P-V_Crafts,Hand-Tools_Wholesale_Exact,5,1,4.38,0,4.38,,20.0,0.0
[nail files distributor],Exact match,AU_Generic_P-V_Beauty,Nail-Care_Distributors_Exact,1,1,4.33,0,4.33,,100.0,0.0
[bulk ear protection],Exact match,AU_Generic_P-V_Safety,Equipment-Gear_Bulk_Exact,7,1,4.32,0,4.32,,14.29,0.0
"""cat accessories wholesaler""",Phrase match,AU_Generic_P-V_Shops,Pet Shop_Wholesale_Phrase,8,1,4.29,0,4.29,,12.5,0.0
[books bulk],Exact match,AU_Generic_P-V_Shops,Book Shop_Bulk_Exact,9,1,4.24,0,4.24,,11.11,0.0
[wholesale rice],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,11,2,4.21,0,2.11,,18.18,0.0
[wholesale digital picture frames],Exact match,AU_Generic_P-V_Electronics,Camera-Accessories_Wholesale_Exact,5,1,4.18,0,4.18,,20.0,0.0
[bulk dog supplies],Exact match,AU_Generic_P-V_Shops,Bulk_Pet Shop_Exact,4,1,4.16,0,4.16,,25.0,0.0
[bulk sugar],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,21,2,4.15,0,2.08,,9.52,0.0
[bulk facial tissues],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk,13,1,4.11,0,4.11,,7.69,0.0
"""cosmetic bags suppliers""",Phrase match,AU_Generic_P-V_Beauty,Makeup_Supplier_Phrase,4,1,4.1,0,4.1,,25.0,0.0
"""shop fittings""",Phrase match,AU_Generic_P-V_Shops,Furniture_Phrase,6,2,4.04,0,2.02,,33.33,0.0
[wholesale computer parts],Exact match,AU_Generic_P-V_Electronics,Computers_Wholesale_Exact,3,1,4.03,1,4.03,4.03,33.33,100.0
[wholesale rum],Exact match,AU_Generic_P-V_Food,Drinks_Wholesale_Exact,2,1,4.0,0,4.0,,50.0,0.0
[bulk cornflakes],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,7,1,4.0,0,4.0,,14.29,0.0
[book distributors],Exact match,AU_Generic_P-V_Shops,Book Shop_Distributors_Exact,9,1,3.99,0,3.99,,11.11,0.0
[bulk cat supplies],Exact match,AU_Generic_P-V_Shops,Bulk_Pet Shop_Exact,1,1,3.99,0,3.99,,100.0,0.0
"""scrunchies suppliers""",Phrase match,AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,28,1,3.98,0,3.98,,3.57,0.0
"""wholesale sweaters baby""",Phrase match,AU_Generic_P-V_Apparel,Tops Baby_Wholesales_Phrase,10,1,3.98,0,3.98,,10.0,0.0
[bulk bakery box],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,6,1,3.98,0,3.98,,16.67,0.0
[bulk condiments],Exact match,AU_Generic_P-V_Food,Condiments_Bulk_Exact,2,1,3.97,0,3.97,,50.0,0.0
"""wholesale mops""",Phrase match,AU_Generic_P-V_Janitorial,Floor-Care_Wholesale_Phrase,2,1,3.97,0,3.97,,50.0,0.0
[wholesale baby clothing sets],Exact match,AU_Generic_P-V_Apparel,Accessories Baby_Wholesales_Exact,13,1,3.95,0,3.95,,7.69,0.0
"""bulk women polo shirts""",Phrase match,AU_Generic_P-V_Apparel,Tops Women_Bulk_Phrase,7,1,3.94,0,3.94,,14.29,0.0
[wholesale eyeshadow],Exact match,AU_Generic_P-V_Beauty,Makeup_Wholesale_Exact,2,1,3.94,0,3.94,,50.0,0.0
[wholesale fish],Exact match,AU_Generic_P-V_Food,Wholesales_Food_Exact,1,1,3.91,0,3.91,,100.0,0.0
"""b2b business""",Phrase match,AU_Generic,B2B_Shop_Phrase,8,1,3.9,0,3.9,,12.5,0.0
"""hotel supplies towels""",Phrase match,AU_Generic_P-V_Hospitality,Products_Phrase,42,1,3.89,0,3.89,,2.38,0.0
"""bulk mobile phone accessories""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Bulk_Phrase,6,1,3.89,0,3.89,,16.67,0.0
[bulk christmas decorations],Exact match,AU_Generic_P-V_Celebrations,Christmas_Bulk_Exact,11,1,3.88,0,3.88,,9.09,0.0
"""mens wholesale hosiery""",Phrase match,AU_Generic_P-V_Apparel,Socks & Hosiery Men_Wholesales_Phrase,2,1,3.88,0,3.88,,50.0,0.0
[wholesale conditioner],Exact match,AU_Generic_P-V_Beauty,Hair-Styling_Wholesale_Exact,3,1,3.83,0,3.83,,33.33,0.0
[bulk women shirts],Exact match,AU_Generic_P-V_Apparel,Tops Women_Bulk_Exact,4,1,3.82,0,3.82,,25.0,0.0
"""bonnets suppliers""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,3,1,3.82,0,3.82,,33.33,0.0
[wholesale pots],Exact match,AU_Generic_P-V_Food,Cookware_Wholesale_Exact,6,1,3.82,0,3.82,,16.67,0.0
"""bulk bikinis""",Phrase match,AU_Generic_P-V_Apparel,Swimwear_Bulk_Phrase,3,1,3.8,0,3.8,,33.33,0.0
[bulk knives],Exact match,AU_Generic_P-V_Food,Cultlery_Bulk_Exact,11,1,3.8,0,3.8,,9.09,0.0
"""gym equipment sellers""",Phrase match,AU_Generic_P-V_Gym,Gym-Equipment_Sellers_Phrase,3,1,3.77,0,3.77,,33.33,0.0
[wholesale foundation],Exact match,AU_Generic_P-V_Beauty,Makeup_Wholesale_Exact,3,1,3.77,0,3.77,,33.33,0.0
[hotel supplies soap],Exact match,AU_Generic_P-V_Hospitality,Products_Exact,11,1,3.77,0,3.77,,9.09,0.0
[florist equipment],Exact match,AU_Generic_P-V_Shops,Florist_Exact,16,1,3.77,0,3.77,,6.25,0.0
"""commercial coasters""",Phrase match,AU_Generic_P-V_Food,Barware_Phrase,14,2,3.73,0,1.87,,14.29,0.0
"""bulk champagne glasses""",Phrase match,AU_Generic_P-V_Food,Glassware_Bulk_Phrase,2,1,3.57,0,3.57,,50.0,0.0
"""wholesale laundry""",Phrase match,AU_Generic_P-V_Food,Linens_Wholesale_Phrase,2,1,3.56,0,3.56,,50.0,0.0
"""wholesale floor mats""",Phrase match,AU_Generic_P-V_Janitorial,Floor-Care_Wholesale_Phrase,4,1,3.5,0,3.5,,25.0,0.0
[wholesale cd],Exact match,AU_Generic_P-V_Electronics,CDs_Wholesale_Exact,10,1,3.48,0,3.48,,10.0,0.0
[commercial pots],Exact match,AU_Generic_P-V_Food,Cookware_Exact,11,1,3.48,0,3.48,,9.09,0.0
[ingredients wholesale],Exact match,AU_Generic_P-V_Food,Wholesales_Food_Exact,4,1,3.44,0,3.44,,25.0,0.0
[wholesale sweaters baby],Exact match,AU_Generic_P-V_Apparel,Tops Baby_Wholesales_Exact,1,1,3.43,0,3.43,,100.0,0.0
[wholesale trays],Exact match,AU_Generic_P-V_Food,Plates_Wholesale_Exact,1,1,3.4,0,3.4,,100.0,0.0
"""industrial scales""",Phrase match,AU_Generic_P-V_Industrial,Measurement_Phrase,3,1,3.38,0,3.38,,33.33,0.0
"""knickers suppliers""",Phrase match,AU_Generic_P-V_Apparel,Bottoms_Wholesales_Phrase_Phrase,19,1,3.36,0,3.36,,5.26,0.0
[bulk vegetables],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,4,1,3.34,0,3.34,,25.0,0.0
[business stationery suppliers],Exact match,AU_Generic_P-V_Office,Suppliers_Exact,16,1,3.33,0,3.33,,6.25,0.0
[batteries wholesale],Exact match,AU_Generic_P-V_Crafts,Home-Accessories_Wholesale_Exact,4,1,3.3,0,3.3,,25.0,0.0
"""shea butter distributors""",Phrase match,AU_Generic_P-V_Beauty,Skin-Care_Distributors_Phrase,9,1,3.29,0,3.29,,11.11,0.0
[bulk refurbished phones],Exact match,AU_Generic_P-V_Electronics,Phones_Bulk_Exact,5,2,3.27,0,1.64,,40.0,0.0
[work from home supplies],Exact match,AU_Generic_P-V_Office,Wfh_Exact,20,1,3.25,0,3.25,,5.0,0.0
"""setting up an amazon business account""",Phrase match,AU_Brand_Phrase,Account_ Phrase,1,1,3.25,0,3.25,,100.0,0.0
[cleaning wholesalers],Exact match,AU_Generic_P-V_Janitorial,Wholesale_Exact,7,1,3.24,0,3.24,,14.29,0.0
[drinks wholesalers],Exact match,AU_Generic_P-V_Food,Food_Wholesalers_Exact,5,1,3.24,0,3.24,,20.0,0.0
[bulk tissue paper],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk,7,1,3.24,0,3.24,,14.29,0.0
[wholesale super glue],Exact match,AU_Generic_P-V_Industrial,Adhesive_Wholesale_Exact,2,1,3.22,0,3.22,,50.0,0.0
"""commercial kettles""",Phrase match,AU_Generic_P-V_Food,Coffee Machines_Phrase,3,1,3.19,0,3.19,,33.33,0.0
[wholesale tv],Exact match,AU_Generic_P-V_Electronics,Televisions_Wholesale_Exact,8,1,3.17,0,3.17,,12.5,0.0
[bulk wheat],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,11,1,3.17,0,3.17,,9.09,0.0
[bulk foods],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,17,2,3.16,0,1.58,,11.76,0.0
[wholesale foods],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,33,2,3.11,0,1.56,,6.06,0.0
[commercial ice cream machine],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Exact,42,1,3.02,0,3.02,,2.38,0.0
"""wholesale shampoo""",Phrase match,AU_Generic_P-V_Beauty,Hair-Styling_Wholesale_Phrase,7,1,3.01,0,3.01,,14.29,0.0
"""power tools wholesale""",Phrase match,AU_Generic_P-V_Crafts,Hand-Tools_Wholesale_Phrase,7,1,2.92,0,2.92,,14.29,0.0
[tumblers wholesalers],Exact match,AU_Generic_P-V_Food,Glassware_Wholesalers_Exact,3,2,2.92,0,1.46,,66.67,0.0
"""b2b online platform""",Phrase match,AU_Generic,B2B_Marketplace_Phrase,23,1,2.89,0,2.89,,4.35,0.0
[cosmetic salon wholesaler],Exact match,AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Exact,8,1,2.85,0,2.85,,12.5,0.0
[power tools wholesale],Exact match,AU_Generic_P-V_Crafts,Hand-Tools_Wholesale_Exact,3,1,2.85,0,2.85,,33.33,0.0
"""bulk whisky""",Phrase match,AU_Generic_P-V_Food,Drinks_Bulk_Phrase,7,1,2.84,0,2.84,,14.29,0.0
[home office supplies],Exact match,AU_Generic_P-V_Office,Home-Office_Exact,18,1,2.84,0,2.84,,5.56,0.0
"""bulk refurbished phones""",Phrase match,AU_Generic_P-V_Electronics,Phones_Bulk_Phrase,5,1,2.79,0,2.79,,20.0,0.0
[wholesale women polo shirts],Exact match,AU_Generic_P-V_Apparel,Tops Women_Wholesales_Exact,1,1,2.79,0,2.79,,100.0,0.0
"""plates wholesalers""",Phrase match,AU_Generic_P-V_Food,Plates_Wholesalers_Phrase,12,1,2.77,0,2.77,,8.33,0.0
"""vodka suppliers""",Phrase match,AU_Generic_P-V_Food,Drinks_Suppliers_Phrase,1,1,2.73,0,2.73,,100.0,0.0
[bulk party bags],Exact match,AU_Generic_P-V_Celebrations,Party_Bulk_Exact,4,1,2.68,0,2.68,,25.0,0.0
[sportswear suppliers],Exact match,AU_Generic_P-V_Apparel,Sportware_Suppliers_Exact,3,1,2.62,0,2.62,,33.33,0.0
[wholesale speakers],Exact match,AU_Generic_P-V_Electronics,Audio_Wholesale_Exact,2,1,2.54,0,2.54,,50.0,0.0
[suppliers products],Exact match,AU_Generic,Suppliers_Products_Exact,14,1,2.47,0,2.47,,7.14,0.0
"""bulk human hair""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Phrase,15,1,2.4,0,2.4,,6.67,0.0
[wholesale briefs],Exact match,AU_Generic_P-V_Apparel,Underwear_Wholesales_Exact,3,1,2.38,0,2.38,,33.33,0.0
"""wholesale nuts""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,29,1,2.3,0,2.3,,3.45,0.0
[bulk strings],Exact match,AU_Generic_P-V_Apparel,Underwear_Bulk_Exact,3,1,2.28,0,2.28,,33.33,0.0
[bulk tissues],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,3,1,2.25,0,2.25,,33.33,0.0
[sweaters suppliers],Exact match,AU_Generic_P-V_Apparel,Tops_Suppliers_Exact,2,1,2.16,0,2.16,,50.0,0.0
[bulk biscuits],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,21,1,2.15,0,2.15,,4.76,0.0
[bulk conditioner],Exact match,AU_Generic_P-V_Beauty,Hair-Styling_Bulk_Exact,5,1,2.11,0,2.11,,20.0,0.0
"""wholesale occasion""",Phrase match,AU_Generic_P-V_Celebrations,Wholesale_Phrase,25,1,2.05,0,2.05,,4.0,0.0
"""swimsuits suppliers""",Phrase match,AU_Generic_P-V_Apparel,Swimwear_Suppliers_Phrase,11,1,2.03,0,2.03,,9.09,0.0
[bulk brooms],Exact match,AU_Generic_P-V_Janitorial,Tools_Bulk_Exact,1,1,1.98,0,1.98,,100.0,0.0
"""wholesale hotel""",Phrase match,AU_Generic_P-V_Hospitality,Products_Wholesale_Phrase,3,1,1.93,0,1.93,,33.33,0.0
"""wholesale textiles""",Phrase match,AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,13,1,1.91,0,1.91,,7.69,0.0
[wholesale pizza box],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,2,1,1.91,0,1.91,,50.0,0.0
"""bulk cereals""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,26,1,1.9,0,1.9,,3.85,0.0
[wholesale shampoo],Exact match,AU_Generic_P-V_Beauty,Hair-Styling_Wholesale_Exact,11,1,1.9,0,1.9,,9.09,0.0
[buy bulk online],Exact match,AU_Generic,Bulk_Buy_Exact,5,1,1.89,0,1.89,,20.0,0.0
[bulk tissue paper],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,17,1,1.88,0,1.88,,5.88,0.0
[bulk shea butter],Exact match,AU_Generic_P-V_Beauty,Skin-Care_Bulk_Exact,6,1,1.84,0,1.84,,16.67,0.0
[nail implements suppliers],Exact match,AU_Generic_P-V_Beauty,Nail-Care_Supplier_Exact,40,1,1.74,0,1.74,,2.5,0.0
[bulk chopping boards],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,2,1,1.66,0,1.66,,50.0,0.0
"""bulk cutlery""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,36,1,1.62,0,1.62,,2.78,0.0
[dog treats suppliers],Exact match,AU_Generic_P-V_Pets,Food_Suppliers_Exact,2,1,1.61,0,1.61,,50.0,0.0
"""baby clothing sets distributors""",Phrase match,AU_Generic_P-V_Apparel,Underwear_Bulk_Phrase_Phrase,13,1,1.61,0,1.61,,7.69,0.0
[wholesale easter eggs],Exact match,AU_Generic_P-V_Food,Sweets_Wholesale_Exact,7,1,1.53,0,1.53,,14.29,0.0
"""professional gym equipment""",Phrase match,AU_Generic_P-V_Gym,Gym-Equipment_Phrase,0,1,1.52,0,1.52,,,0.0
[office supplies],Exact match,AU_Generic_P-V_Office,Office_Exact,42,1,1.43,0,1.43,,2.38,0.0
"""pistachios wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,3,1,1.39,0,1.39,,33.33,0.0
"""industrial hinges""",Phrase match,AU_Generic_P-V_Industrial,Tools_Phrase,10,1,1.28,0,1.28,,10.0,0.0
[bulk brushes],Exact match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Exact,4,1,1.26,0,1.26,,25.0,0.0
[wholesaler au],Exact match,AU_Generic,Wholesalers_Exact,14,1,1.2,0,1.2,,7.14,0.0
[bulk glassware],Exact match,AU_Generic_P-V_Food,Cultlery_Bulk_Exact,1,1,1.1,0,1.1,,100.0,0.0
