Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
how to make a business on amazon,[how to create an amazon business account],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,2,2,24.82,12.41,9,57.19,Converting KW
bulk order drinks,[bulk drinks],Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Exact,2,2,24.78,12.39,1,99.7,Converting KW
bulk cleaning products,[bulk cleaning],Exact match (close variant),AU_Generic_P-V_Janitorial,Products_Bulk_Exact,39,4,24.76,6.19,0,,Zero-Reg KW
how to dropship through amazon,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,2,24.74,12.37,23,111.21,Converting KW
bulk glass containers,[jars bulk],Exact match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Exact,2,2,24.72,12.36,0,,Zero-Reg KW
bulk buy groceries,"""buy bulk""",Phrase match,AU_Generic,Bulk_Buy_Phrase,15,3,24.71,8.24,0,,Zero-Reg KW
toilet paper bulk buy,"""toilet tissue distributor""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,4,2,24.7,12.35,0,,Zero-Reg KW
buying dates in bulk,"""bulk dried fruit""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,2,24.64,12.32,0,,Zero-Reg KW
commercial kitchen equipment,"""equipment for companies""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,30,2,24.63,12.32,0,,Zero-Reg KW
is business amazon worth it,[amazon business account review],Exact match (close variant),AU_Brand_Exact,Account_Exact,2,1,24.62,24.62,0,,Zero-Reg KW
amazon business account usa,[amazon business],Exact match (close variant),AU_Brand_Exact,Pure_Exact,8,1,24.6,24.6,220,12.37,Converting KW
wholesale candle jars australia,"""wholesaler au""",Phrase match (close variant),AU_Generic,Wholesalers_Phrase,3,2,24.58,12.29,0,,Zero-Reg KW
lolly bags bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,6,3,24.44,8.15,0,,Zero-Reg KW
starting online business in amazon,[how to set up a business amazon account],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,1,2,24.36,12.18,4,110.35,Converting KW
bay leaves in bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,2,24.29,12.15,0,,Zero-Reg KW
amazon business price,[amazon business account fees],Exact match (close variant),AU_Brand_Exact,Account_Exact,2,1,24.26,24.26,0,,Zero-Reg KW
wholesale homewares australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,9,2,24.24,12.12,0,,Zero-Reg KW
bulk frames,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,5,2,24.21,12.11,0,,Zero-Reg KW
clothing manufacturers for startups australia,"""apparel suppliers""",Phrase match (close variant),AU_Generic_P-V_Shops,Suppliers_Clothing_Phrase,8,3,24.17,8.06,0,,Zero-Reg KW
amazon business de,"""business amazon""",Phrase match,AU_Brand_Phrase,Pure_ Phrase,4,2,24.14,12.07,23,111.21,Converting KW
what is amazon prime duo,[business prime duo],Exact match (close variant),AU_Brand_Exact,Prime_Exact,1,1,24.0,24.0,1,143.72,Converting KW
amazon buisness,"""amazon business portal""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,2,2,24.0,12.0,9,124.87,Converting KW
wholesale makeup suppliers australia,"""makeup suppliers""",Phrase match,AU_Generic_P-V_Beauty,Makeup_Supplier_Phrase,25,4,23.93,5.98,6,124.56,Converting KW
amazon business prime australia,"""amazon business prime""",Phrase match,AU_Brand_Phrase,Prime_Phrase,6,3,23.85,7.95,2,280.67,Converting KW
cost of business prime,[amazon business prime cost],Exact match (close variant),AU_Brand_Exact,Prime_Exact,2,1,23.83,23.83,0,,Zero-Reg KW
does amazon business cost money,[amazon business prime cost],Exact match (close variant),AU_Brand_Exact,Prime_Exact,5,1,23.67,23.67,0,,Zero-Reg KW
amazon business ideas,"""business amazon""",Phrase match,AU_Brand_Phrase,Pure_ Phrase,22,2,23.66,11.83,23,111.21,Converting KW
bulk suppliers australia,"""wholesale other""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,26,4,23.59,5.9,0,,Zero-Reg KW
how to become a merchant in amazon,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,2,2,23.52,11.76,23,111.21,Converting KW
amazon business prime,[business prime],Exact match (close variant),AU_Brand_Exact,Prime_Exact,68,24,23.5,0.98,3,105.19,Converting KW
buy bulk food,[wholesale foodstuffs],Exact match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Exact,10,5,23.49,4.7,0,,Zero-Reg KW
amazon business worth it,"""amazon business portal""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,3,2,23.42,11.71,9,124.87,Converting KW
amazon com au business account,"""amazon business account""",Phrase match,AU_Brand_Phrase,Account_ Phrase,8,4,23.42,5.86,8,275.85,Converting KW
what is the benefit of amazon business account,"""amazon business prime""",Phrase match (close variant),AU_Brand_Phrase,Prime_Phrase,4,2,23.34,11.67,2,280.67,Converting KW
wholesale mugs,"""wholesale items""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,2,23.34,11.67,0,,Zero-Reg KW
merkandi australia,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,8,4,23.32,5.83,0,,Zero-Reg KW
wholesale jars australia,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,17,4,23.09,5.77,8,131.38,Converting KW
best place to buy bulk food online australia,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,40,5,23.07,4.61,0,,Zero-Reg KW
how to get amazon business,[how to create an amazon business account],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,5,1,22.96,22.96,9,57.19,Converting KW
office accessories,[office accessories],Exact match,AU_Generic_P-V_Office,Office_Exact,34,5,22.92,4.58,0,,Zero-Reg KW
bulk toilet paper australia,"""bulk toilet paper""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Bulk,72,6,22.88,3.81,0,,Zero-Reg KW
candle wholesale australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,4,3,22.88,7.63,0,,Zero-Reg KW
china wholesale market online,"""wholesale purchases""",Phrase match (close variant),AU_Generic,Wholesales_Buy_Phrase,6,3,22.85,7.62,0,,Zero-Reg KW
bulk chips,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,23,2,22.78,11.39,0,,Zero-Reg KW
setup seller account on amazon,[how to set up a business amazon account],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,2,1,22.76,22.76,4,110.35,Converting KW
office desk,"""office equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,88,6,22.73,3.79,0,,Zero-Reg KW
what is amazon online business,[amazon business],Exact match (close variant),AU_Brand_Exact,Pure_Exact,2,1,22.68,22.68,220,12.37,Converting KW
bulk chocolate easter eggs,"""bulk buy easter eggs""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,9,3,22.68,7.56,4,123.65,Converting KW
fragrance wholesale australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,8,2,22.67,11.34,0,,Zero-Reg KW
merkandi australia,"""bulk seller""",Phrase match (close variant),AU_Generic,Bulk_Sellers_Phrase,8,2,22.56,11.28,0,,Zero-Reg KW
bulk paper towels,[bulk paper towels],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,12,4,22.54,5.64,0,,Zero-Reg KW
bulk paper towels,[bulk paper towels],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,12,4,22.54,5.64,0,,Zero-Reg KW
lawn bowls clothing suppliers,"""sportswear suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Sportware_Suppliers_Phrase,11,3,22.53,7.51,0,,Zero-Reg KW
bulk toilet paper australia,"""toilet paper distributor""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,30,4,22.45,5.61,0,,Zero-Reg KW
wholesale soap supplies australia,"""soap supplier""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Soap_Supplier_Phrase,27,5,22.43,4.49,0,,Zero-Reg KW
bulk drink,[bulk drinks],Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Exact,4,2,22.37,11.19,1,99.7,Converting KW
amazon prime business account benefits,"""amazon business prime""",Phrase match,AU_Brand_Phrase,Prime_Phrase,8,2,22.35,11.18,2,280.67,Converting KW
wholesale lash supplies,"""false eyelashes suppliers""",Phrase match (close variant),AU_Generic_P-V_Beauty,Makeup_Supplier_Phrase,24,4,22.35,5.59,2,112.5,Converting KW
lash extension supplies wholesale,"""false eyelashes suppliers""",Phrase match (close variant),AU_Generic_P-V_Beauty,Makeup_Supplier_Phrase,2,2,22.34,11.17,2,112.5,Converting KW
paper towel bulk,[bulk paper towels],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,43,3,22.28,7.43,0,,Zero-Reg KW
paper towel bulk,[bulk paper towels],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,43,3,22.28,7.43,0,,Zero-Reg KW
advantages of amazon business,[amazon business account benefits],Exact match (close variant),AU_Brand_Exact,Account_Exact,2,2,22.24,11.12,1,162.5,Converting KW
bulk buys australia,"""bulk distributor""",Phrase match (close variant),AU_Generic,Bulk_Distributors_Phrase,42,3,22.18,7.39,0,,Zero-Reg KW
wholesale distributors australia,"""wholesaler""",Phrase match,AU_Generic,Wholesalers_Phrase,4,2,22.18,11.09,0,,Zero-Reg KW
buy in bulk,[bulk for shop],Exact match (close variant),AU_Generic_P-V_Shops,Bulk_Exact,38,6,22.13,3.69,0,,Zero-Reg KW
bulk buy towels,"""bulk seller""",Phrase match (close variant),AU_Generic,Bulk_Sellers_Phrase,4,3,22.1,7.37,0,,Zero-Reg KW
amazon business ozbargain,"""amazon business prime""",Phrase match (close variant),AU_Brand_Phrase,Prime_Phrase,10,2,22.07,11.04,2,280.67,Converting KW
pilbara shirts wholesale,"""clothing wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesale_Clothing,6,3,21.97,7.32,0,,Zero-Reg KW
bulk mini eggs,"""easter egg bulk buy""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,15,5,21.89,4.38,0,,Zero-Reg KW
empty candle jars wholesale australia,"""jars wholesale""",Phrase match,AU_Generic_P-V_Food,Plates_Wholesale_Phrase,16,5,21.86,4.37,2,192.21,Converting KW
blank t shirts wholesale australia,"""clothing wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesale_Clothing,11,2,21.8,10.9,0,,Zero-Reg KW
amazon company profile,[amazon business information],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,4,1,21.74,21.74,1,236.84,Converting KW
amazon au business,"""amazon au business""",Exact match,AU_Brand_Phrase,Pure_ Phrase,21,12,21.65,1.8,3,130.56,Converting KW
bulk toilet paper australia,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,33,5,21.64,4.33,0,,Zero-Reg KW
bulk toilet paper australia,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,33,5,21.64,4.33,0,,Zero-Reg KW
amazon b2b,"""amazon business account""",Phrase match (close variant),AU_Brand_Phrase,Account_ Phrase,13,3,21.62,7.21,8,275.85,Converting KW
amazon australia business account,[amazon au business prime],Exact match (close variant),AU_Brand_Exact,Prime_Exact,21,8,21.59,2.7,4,24.6,Converting KW
bulk chocolate australia,"""bulk chocolate""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,49,6,21.57,3.6,0,,Zero-Reg KW
desk mats australia,"""desk equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Products_Phrase,24,5,21.47,4.29,0,,Zero-Reg KW
bulk mason jars australia,"""jars bulk""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,31,4,21.45,5.36,8,131.38,Converting KW
business prime duo,[business prime duo],Exact match,AU_Brand_Exact,Prime_Exact,48,3,21.4,7.13,1,143.72,Converting KW
monster wholesale,"""drinks wholesale market""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,8,4,21.3,5.33,4,146.61,Converting KW
bulk coffee cups,"""bulk cups""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,13,3,21.28,7.09,2,506.21,Converting KW
wholesale hoodies australia,"""wholesale casual""",Phrase match (close variant),AU_Generic_P-V_Apparel,Dresses_Wholesales_Phrase,24,4,21.21,5.3,0,,Zero-Reg KW
bottega moda wholesale online,"""clothing wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesale_Clothing,3,2,21.2,10.6,0,,Zero-Reg KW
bikini manufacturer australia,"""bikinis suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Swimwear_Suppliers_Phrase,7,3,21.19,7.06,0,,Zero-Reg KW
corporate merchandise,[company items],Exact match (close variant),AU_Generic,Enterprises_Products_Exact,12,2,21.16,10.58,0,,Zero-Reg KW
amazon business register,[amazon business registration],Exact match (close variant),AU_Brand_Exact,Account_Exact,4,2,21.13,10.57,3,117.82,Converting KW
office pc,"""computers for business""",Exact match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,60,3,21.12,7.04,2,406.79,Converting KW
wholesale plastic bottles australia,"""bottles wholesale""",Phrase match,AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,20,4,21.09,5.27,4,164.31,Converting KW
up and go wholesale,"""wholesale merchandise""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,2,21.04,10.52,0,,Zero-Reg KW
wholesale drinks suppliers,[drinks wholesaler],Exact match (close variant),AU_Generic_P-V_Food,Wholesalers_Food_Exact,6,3,20.99,7.0,0,,Zero-Reg KW
filing drawers,"""office filing system""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,12,3,20.97,6.99,0,,Zero-Reg KW
toilet paper bulk,[bulk commercial toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,41,4,20.95,5.24,0,,Zero-Reg KW
cheapest bulk groceries australia,"""bulk buy food""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,17,7,20.83,2.98,5,145.86,Converting KW
wholesale energy drinks,"""wholesale drinks""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,7,3,20.77,6.92,0,,Zero-Reg KW
amazon australia business,[amazon business account au],Exact match (close variant),AU_Brand_Exact,Account_Exact,9,5,20.75,4.15,10,29.75,Converting KW
cheap bulk lollies australia,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,35,7,20.68,2.95,4,194.0,Converting KW
wholesale hair extensions australia,"""human hair suppliers""",Phrase match (close variant),AU_Generic_P-V_Beauty,Hair-Appliances_Supplier_Phrase,8,3,20.68,6.89,0,,Zero-Reg KW
up and go bulk buy,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,19,4,20.66,5.17,0,,Zero-Reg KW
where can i buy travel size toiletries in bulk,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,2,20.64,10.32,0,,Zero-Reg KW
how to make an amazon shop page,"""amazon business information""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,2,2,20.62,10.31,3,224.6,Converting KW
dog food in bulk,"""bulk pet supplies""",Phrase match (close variant),AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,5,4,20.58,5.15,0,,Zero-Reg KW
bulk plastic tubs,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,2,20.56,10.28,0,,Zero-Reg KW
what is the difference between amazon and amazon business,"""amazon business account""",Phrase match (close variant),AU_Brand_Phrase,Account_ Phrase,2,1,20.55,20.55,8,275.85,Converting KW
candle jars with lids wholesale,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,7,4,20.54,5.14,8,131.38,Converting KW
bulk cleaning supplies near me,"""bulk cleaning""",Phrase match,AU_Generic_P-V_Janitorial,Products_Bulk_Phrase,24,4,20.53,5.13,0,,Zero-Reg KW
toilet roll in bulk,"""toilet tissue distributor""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,4,2,20.51,10.26,0,,Zero-Reg KW
bulk tissue paper for packaging,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,14,3,20.5,6.83,0,,Zero-Reg KW
bulk tissue paper for packaging,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,14,3,20.5,6.83,0,,Zero-Reg KW
commercial steam cleaner,"""industrial cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,26,3,20.49,6.83,0,,Zero-Reg KW
amazon business plans,[amazon business benefits],Exact match (close variant),AU_Brand_Exact,Account_Exact,2,1,20.48,20.48,2,127.35,Converting KW
wholesale australia,"""wholesale merchandise""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,4,2,20.48,10.24,0,,Zero-Reg KW
powerade wholesale,"""wholesale soft drinks""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,9,3,20.48,6.83,2,163.72,Converting KW
cerave wholesale distributors near me,"""cosmetics wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,5,4,20.38,5.1,2,234.8,Converting KW
bulk straws,[bulk straws],Exact match,AU_Generic_P-V_Food,Barware_Bulk_Exact,11,2,20.36,10.18,0,,Zero-Reg KW
drop shipping suppliers,"""suppliers companies""",Phrase match (close variant),AU_Generic,Suppliers_Enterprises_Phrase,2,2,20.32,10.16,0,,Zero-Reg KW
soap in bulk,[wholesale soap],Exact match (close variant),AU_Generic_P-V_Janitorial,Soap_Wholesale_Exact,2,2,20.32,10.16,0,,Zero-Reg KW
bulk buy flour,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,8,3,20.31,6.77,0,,Zero-Reg KW
bulk food supplies,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,8,2,20.31,10.15,0,,Zero-Reg KW
bulk items,[bulk products],Exact match (close variant),AU_Generic,Bulk_Products_Exact,3,2,20.31,10.15,0,,Zero-Reg KW
wholesale t shirts melbourne,"""t-shirts suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,17,3,20.29,6.76,0,,Zero-Reg KW
coffee machine sale,[coffee machines sellers],Exact match (close variant),AU_Generic_P-V_Food,Coffee Machines_Sellers_Exact,98,3,20.29,6.76,0,,Zero-Reg KW
